I. Chương trình Thưởng tháng 05,,,,,,,
,,Trưởng nhóm cấp cao,Chứng nhận,Suất tham dự GEA,500.000 ₫,,
,,Trưởng phòng,Chứng nhận,Suất tham dự GEA,1.000.000 ₫,,
,,Trưởng phòng cấp cao,Chứng nhận,Suất tham dự GEA,1.000.000 ₫,,
,,Giám đốc khu vực,Chứng nhận,Suất tham dự GEA,1.000.000 ₫,,
,,Giám đốc khu vực cấp cao,Chứng nhận,Suất tham dự GEA,1.000.000 ₫,,
,,Giám đốc Vùng,Chứng nhận,Suất tham dự GEA,1.000.000 ₫,,
,,,,,,,
,4. Quản lý tuyển dụng xuất sắc,,,,,,
,- Cơ chế thưởng,,,,,,
,,"Thưởng ghi nhận Đại sứ tuyển dụng hiệu quả, đóng góp vào tăng trưởng đội ngũ",,,,,
,,Đại sứ active có học viên liveclass,,,,,
,- Chỉ tiêu xét thưởng và giá trị giải thưởng,,,,,,
,,Giải,Số lượng Đại sứ mới active,Tổng doanh số Đại sứ mới active,Số lượng giải,Giá trị giải thưởng,
,,Top 1,>= 15,>= 100.000.000đ,1,1.000.000 ₫,
,,,,,,,
,5. Quản lý tiêu biểu,,,,,,
,- Cơ chế thưởng,,,,,,
,,- Hoàn thành từ 100% mục tiêu cam kết theo cấp bậc,,,,,
,,- Thể hiện dấu ấn và ảnh hưởng tích cực trong đội ngũ và trong hệ thống Đại sứ Giáo dục Galaxy Education,,,,,
,,"- Là tấm gương tiêu biểu của tinh thần sáng tạo, đột phá, tích cực và lan tỏa giá trị giáo dục",,,,,
,,- Đại sứ active có học viên đăng kí ít nhất 1 khóa học chính,,,,,
,- Chỉ tiêu xét thưởng và giá trị giải thưởng,,,,,,
,,Quản lý,Thực đạt mục tiêu cam kết,Đại sứ mới active trong đội ngũ,Giá trị giải thưởng,Điều kiện đủ,
,,Cấp Nhóm,>= 100%,>= 10,500.000 ₫,Thông qua đề xuất/ bình chọn/ xét duyệt dựa trên các yếu tố biểu dương khác,
,,Cấp Phòng,>= 100%,>= 20,1.000.000 ₫,,
,,Cấp Khu vực,>= 100%,>= 30,2.000.000 ₫,,
,,,,,,,
III. Chương trình Thưởng Kỳ (H1),,,,,,,
,1. Đại sứ Giáo dục xuất sắc,,,,,,
,- Cơ chế thưởng,,,,,,
,,"Thưởng Đại sứ đạt Top doanh số cá nhân, nhằm tôn vinh thành tích nổi bật và đóng góp tích cực trong hoạt động triển khai bán hàng.",,,,,
,- Chỉ tiêu xét thưởng và giá trị giải thưởng,,,,,,
,,Giải,Số lượng giải,Doanh số cá nhân >=,Giá trị giải thưởng,,
,,Top 1 - 3,3,800.000.000 ₫,100% chuyến du lịch quốc tế,,
,,Top 4 - Top 8,5,500.000.000 ₫,50% chuyến du lịch quốc tế,,
,,,,,,,
,2. Quản lý xuất sắc,,,,,,
,- Cơ chế thưởng,,,,,,
,,"Thưởng ghi nhận đội ngũ tiên phong, dám cam kết và xuất sắc đạt các mốc thử thách doanh số 10 tỷ – 20 tỷ.",,,,,
,- Chỉ tiêu xét thưởng và giá trị giải thưởng,,,,,,
,,Doanh số đội ngũ >=,Số lượng giải,Đại sứ mới active trong đội ngũ,Giá trị giải thưởng,Điều kiện cần,
,,10 tỷ,5,>= 40,50% chuyến du lịch quốc tế,Chấp nhận và xuất sắc vượt qua thử thách,
,,20 tỷ,3,>= 80,100% chuyến du lịch quốc tế,,
